PMID,HCM_In_Title,HCM_In_Abstract,ECG_In_Title,ECG_In_Abstract,TI,AB
38921838,No,Yes,Yes,Yes,Artificial Intelligence in Sports Medicine: Reshaping Electrocardiogram Analysis for Athlete Safety-A Narrative Review.,"Artificial Intelligence (AI) is redefining electrocardiogram (ECG) analysis in pre-participation examination (PPE) of athletes, enhancing the detection and monitoring of cardiovascular health. Cardiovascular concerns, including sudden cardiac death, pose significant risks during sports activities. Traditional ECG, essential yet limited, often fails to distinguish between benign cardiac adaptations and serious conditions. This narrative review investigates the application of machine learning (ML) and deep learning (DL) in ECG interpretation, aiming to improve the detection of arrhythmias, channelopathies, and hypertrophic cardiomyopathies. A literature review over the past decade, sourcing from PubMed and Google Scholar, highlights the growing adoption of AI in sports medicine for its precision and predictive capabilities. AI algorithms excel at identifying complex cardiac patterns, potentially overlooked by traditional methods, and are increasingly integrated into wearable technologies for continuous monitoring. Overall, by offering a comprehensive overview of current innovations and outlining future advancements, this review supports sports medicine professionals in merging traditional screening methods with state-of-the-art AI technologies. This approach aims to enhance diagnostic accuracy and efficiency in athlete care, promoting early detection and more effective monitoring through AI-enhanced ECG analysis within athlete PPEs."
38762623,No,Yes,Yes,Yes,Development and validation of machine learning algorithms based on electrocardiograms for cardiovascular diagnoses at the population level.,"Artificial intelligence-enabled electrocardiogram (ECG) algorithms are gaining prominence for the early detection of cardiovascular (CV) conditions, including those not traditionally associated with conventional ECG measures or expert interpretation. This study develops and validates such models for simultaneous prediction of 15 different common CV diagnoses at the population level. We conducted a retrospective study that included 1,605,268 ECGs of 244,077 adult patients presenting to 84 emergency departments or hospitals, who underwent at least one 12-lead ECG from February 2007 to April 2020 in Alberta, Canada, and considered 15 CV diagnoses, as identified by International Classification of Diseases, 10th revision (ICD-10) codes: atrial fibrillation (AF), supraventricular tachycardia (SVT), ventricular tachycardia (VT), cardiac arrest (CA), atrioventricular block (AVB), unstable angina (UA), ST-elevation myocardial infarction (STEMI), non-STEMI (NSTEMI), pulmonary embolism (PE), hypertrophic cardiomyopathy (HCM), aortic stenosis (AS), mitral valve prolapse (MVP), mitral valve stenosis (MS), pulmonary hypertension (PHTN), and heart failure (HF). We employed ResNet-based deep learning (DL) using ECG tracings and extreme gradient boosting (XGB) using ECG measurements. When evaluated on the first ECGs per episode of 97,631 holdout patients, the DL models had an area under the receiver operating characteristic curve (AUROC) of <80% for 3 CV conditions (PTE, SVT, UA), 80-90% for 8 CV conditions (CA, NSTEMI, VT, MVP, PHTN, AS, AF, HF) and an AUROC > 90% for 4 diagnoses (AVB, HCM, MS, STEMI). DL models outperformed XGB models with about 5% higher AUROC on average. Overall, ECG-based prediction models demonstrated good-to-excellent prediction performance in diagnosing common CV conditions."
38753291,No,Yes,Yes,Yes,Artificial Intelligence Interpretation of the Electrocardiogram: A State-of-the-Art Review.,"PURPOSE OF REVIEW: Artificial intelligence (AI) is transforming electrocardiography (ECG) interpretation. AI diagnostics can reach beyond human capabilities, facilitate automated access to nuanced ECG interpretation, and expand the scope of cardiovascular screening in the population. AI can be applied to the standard 12-lead resting ECG and single-lead ECGs in external monitors, implantable devices, and direct-to-consumer smart devices. We summarize the current state of the literature on AI-ECG. RECENT FINDINGS: Rhythm classification was the first application of AI-ECG. Subsequently, AI-ECG models have been developed for screening structural heart disease including hypertrophic cardiomyopathy, cardiac amyloidosis, aortic stenosis, pulmonary hypertension, and left ventricular systolic dysfunction. Further, AI models can predict future events like development of systolic heart failure and atrial fibrillation. AI-ECG exhibits potential in acute cardiac events and non-cardiac applications, including acute pulmonary embolism, electrolyte abnormalities, monitoring drugs therapy, sleep apnea, and predicting all-cause mortality. Many AI models in the domain of cardiac monitors and smart watches have received Food and Drug Administration (FDA) clearance for rhythm classification, while others for identification of cardiac amyloidosis, pulmonary hypertension and left ventricular dysfunction have received breakthrough device designation. As AI-ECG models continue to be developed, in addition to regulatory oversight and monetization challenges, thoughtful clinical implementation to streamline workflows, avoiding information overload and overwhelming of healthcare systems with false positive results is necessary. Research to demonstrate and validate improvement in healthcare efficiency and improved patient outcomes would be required before widespread adoption of any AI-ECG model."
38557657,No,Yes,Yes,Yes,Electrocardiography-based Artificial Intelligence Algorithms Aid in Prediction of Long-term Mortality After Kidney Transplantation.,"BACKGROUND: Predicting long-term mortality postkidney transplantation (KT) using baseline clinical data presents significant challenges. This study aims to evaluate the predictive power of artificial intelligence (AI)-enabled analysis of preoperative electrocardiograms (ECGs) in forecasting long-term mortality following KT. METHODS: We analyzed preoperative ECGs from KT recipients at three Mayo Clinic sites (Minnesota, Florida, and Arizona) between January 1, 2006, and July 30, 2021. The study involved 6 validated AI algorithms, each trained to predict future development of atrial fibrillation, aortic stenosis, low ejection fraction, hypertrophic cardiomyopathy, amyloid heart disease, and biological age. These algorithms' outputs based on a single preoperative ECG were correlated with patient mortality data. RESULTS: Among 6504 KT recipients included in the study, 1764 (27.1%) died within a median follow-up of 5.7 y (interquartile range: 3.00-9.29 y). All AI-ECG algorithms were independently associated with long-term all-cause mortality ( P < 0.001). Notably, few patients had a clinical cardiac diagnosis at the time of transplant, indicating that AI-ECG scores were predictive even in asymptomatic patients. When adjusted for multiple clinical factors such as recipient age, diabetes, and pretransplant dialysis, AI algorithms for atrial fibrillation and aortic stenosis remained independently associated with long-term mortality. These algorithms also improved the C-statistic for predicting overall (C = 0.74) and cardiac-related deaths (C = 0.751). CONCLUSIONS: The findings suggest that AI-enabled preoperative ECG analysis can be a valuable tool in predicting long-term mortality following KT and could aid in identifying patients who may benefit from enhanced cardiac monitoring because of increased risk."
38398346,No,Yes,Yes,Yes,An Artificial Intelligence Analysis of Electrocardiograms for the Clinical Diagnosis of Cardiovascular Diseases: A Narrative Review.,"Artificial intelligence (AI) applied to cardiovascular disease (CVD) is enjoying great success in the field of scientific research. Electrocardiograms (ECGs) are the cornerstone form of examination in cardiology and are the most widely used diagnostic tool because they are widely available, inexpensive, and fast. Applications of AI to ECGs, especially deep learning (DL) methods using convolutional neural networks (CNNs), have been developed in many fields of cardiology in recent years. Deep learning methods provide valuable support for rapid ECG interpretation, demonstrating a diagnostic capability overlapping with specialists in the diagnosis of CVD by a classical analysis of macroscopic changes in the ECG trace. Through photoplethysmography, wearable devices can obtain single-derivative ECGs for the recognition of AI-diagnosed arrhythmias. In addition, CNNs have been developed that recognize no macroscopic electrocardiographic changes and can predict, from a 12-lead ECG, atrial fibrillation, even from sinus rhythm; left and right ventricular function; hypertrophic cardiomyopathy; acute coronary syndromes; or aortic stenosis. The fields of application are many, but numerous are the limitations, mainly associated with the reliability of the acquired data, an inability to verify black box processes, and medico-legal and ethical problems. The challenge of modern medicine is to recognize the limitations of AI and overcome them."
37280346,No,Yes,Yes,Yes,A foundational vision transformer improves diagnostic performance for electrocardiograms.,"The electrocardiogram (ECG) is a ubiquitous diagnostic modality. Convolutional neural networks (CNNs) applied towards ECG analysis require large sample sizes, and transfer learning approaches for biomedical problems may result in suboptimal performance when pre-training is done on natural images. We leveraged masked image modeling to create a vision-based transformer model, HeartBEiT, for electrocardiogram waveform analysis. We pre-trained this model on 8.5 million ECGs and then compared performance vs. standard CNN architectures for diagnosis of hypertrophic cardiomyopathy, low left ventricular ejection fraction and ST elevation myocardial infarction using differing training sample sizes and independent validation datasets. We find that HeartBEiT has significantly higher performance at lower sample sizes compared to other models. We also find that HeartBEiT improves explainability of diagnosis by highlighting biologically relevant regions of the EKG vs. standard CNNs. Domain specific pre-trained transformer models may exceed the classification performance of models trained on natural images especially in very low data regimes. The combination of the architecture and such pre-training allows for more accurate, granular explainability of model predictions."
37101945,No,Yes,Yes,Yes,Artificial intelligence-enabled classification of hypertrophic heart diseases using electrocardiograms.,"BACKGROUND: Differentiating among cardiac diseases associated with left ventricular hypertrophy (LVH) informs diagnosis and clinical care. OBJECTIVE: To evaluate if artificial intelligence-enabled analysis of the 12-lead electrocardiogram (ECG) facilitates automated detection and classification of LVH. METHODS: We used a pretrained convolutional neural network to derive numerical representations of 12-lead ECG waveforms from patients in a multi-institutional healthcare system who had cardiac diseases associated with LVH (n = 50,709), including cardiac amyloidosis (n = 304), hypertrophic cardiomyopathy (n = 1056), hypertension (n = 20,802), aortic stenosis (n = 446), and other causes (n = 4766). We then regressed LVH etiologies relative to no LVH on age, sex, and the numerical 12-lead representations using logistic regression (""LVH-Net""). To assess deep learning model performance on single-lead data analogous to mobile ECGs, we also developed 2 single-lead deep learning models by training models on lead I (""LVH-Net Lead I"") or lead II (""LVH-Net Lead II"") from the 12-lead ECG. We compared the performance of the LVH-Net models to alternative models fit on (1) age, sex, and standard ECG measures, and (2) clinical ECG-based rules for diagnosing LVH. RESULTS: The areas under the receiver operator characteristic curve of LVH-Net by specific LVH etiology were cardiac amyloidosis 0.95 [95% CI, 0.93-0.97], hypertrophic cardiomyopathy 0.92 [95% CI, 0.90-0.94], aortic stenosis LVH 0.90 [95% CI, 0.88-0.92], hypertensive LVH 0.76 [95% CI, 0.76-0.77], and other LVH 0.69 [95% CI 0.68-0.71]. The single-lead models also discriminated LVH etiologies well. CONCLUSION: An artificial intelligence-enabled ECG model is favorable for detection and classification of LVH and outperforms clinical ECG-based rules."
33526938,No,Yes,Yes,Yes,Artificial intelligence-enhanced electrocardiography in cardiovascular disease management.,"The application of artificial intelligence (AI) to the electrocardiogram (ECG), a ubiquitous and standardized test, is an example of the ongoing transformative effect of AI on cardiovascular medicine. Although the ECG has long offered valuable insights into cardiac and non-cardiac health and disease, its interpretation requires considerable human expertise. Advanced AI methods, such as deep-learning convolutional neural networks, have enabled rapid, human-like interpretation of the ECG, while signals and patterns largely unrecognizable to human interpreters can be detected by multilayer AI networks with precision, making the ECG a powerful, non-invasive biomarker. Large sets of digital ECGs linked to rich clinical data have been used to develop AI models for the detection of left ventricular dysfunction, silent (previously undocumented and asymptomatic) atrial fibrillation and hypertrophic cardiomyopathy, as well as the determination of a person's age, sex and race, among other phenotypes. The clinical and population-level implications of AI-based ECG phenotyping continue to emerge, particularly with the rapid rise in the availability of mobile and wearable ECG technologies. In this Review, we summarize the current and future state of the AI-enhanced ECG in the detection of cardiovascular disease in at-risk populations, discuss its implications for clinical decision-making in patients with cardiovascular disease and critically appraise potential limitations and unknowns."
31525078,No,Yes,Yes,Yes,"Automated and Interpretable Patient ECG Profiles for Disease Detection, Tracking, and Discovery.","BACKGROUND: The ECG remains the most widely used diagnostic test for characterization of cardiac structure and electrical activity. We hypothesized that parallel advances in computing power, machine learning algorithms, and availability of large-scale data could substantially expand the clinical inferences derived from the ECG while at the same time preserving interpretability for medical decision-making. METHODS AND RESULTS: We identified 36 186 ECGs from the University of California, San Francisco database that would enable training of models for estimation of cardiac structure or function or detection of disease. We segmented the ECG into standard component waveforms and intervals using a novel combination of convolutional neural networks and hidden Markov models and evaluated this segmentation by comparing resulting electrical intervals against 141 864 measurements produced during the clinical workflow. We then built a patient-level ECG profile, a 725-element feature vector and used this profile to train and interpret machine learning models for examples of cardiac structure (left ventricular mass, left atrial volume, and mitral annulus e-prime) and disease (pulmonary arterial hypertension, hypertrophic cardiomyopathy, cardiac amyloid, and mitral valve prolapse). ECG measurements derived from the convolutional neural network-hidden Markov model segmentation agreed with clinical estimates, with median absolute deviations as a fraction of observed value of 0.6% for heart rate and 4% for QT interval. Models trained using patient-level ECG profiles enabled surprising quantitative estimates of left ventricular mass and mitral annulus e' velocity (median absolute deviation of 16% and 19%, respectively) with good discrimination for left ventricular hypertrophy and diastolic dysfunction as binary traits. Model performance using our approach for disease detection demonstrated areas under the receiver operating characteristic curve of 0.94 for pulmonary arterial hypertension, 0.91 for hypertrophic cardiomyopathy, 0.86 for cardiac amyloid, and 0.77 for mitral valve prolapse. CONCLUSIONS: Modern machine learning methods can extend the 12-lead ECG to quantitative applications well beyond its current uses while preserving the transparency that is so fundamental to clinical care."
29852956,No,Yes,Yes,Yes,Automated characterization of cardiovascular diseases using relative wavelet nonlinear features extracted from ECG signals.,"Cardiovascular diseases (CVDs) are the leading cause of deaths worldwide. The rising mortality rate can be reduced by early detection and treatment interventions. Clinically, electrocardiogram (ECG) signal provides useful information about the cardiac abnormalities and hence employed as a diagnostic modality for the detection of various CVDs. However, subtle changes in these time series indicate a particular disease. Therefore, it may be monotonous, time-consuming and stressful to inspect these ECG beats manually. In order to overcome this limitation of manual ECG signal analysis, this paper uses a novel discrete wavelet transform (DWT) method combined with nonlinear features for automated characterization of CVDs. ECG signals of normal, and dilated cardiomyopathy (DCM), hypertrophic cardiomyopathy (HCM) and myocardial infarction (MI) are subjected to five levels of DWT. Relative wavelet of four nonlinear features such as fuzzy entropy, sample entropy, fractal dimension and signal energy are extracted from the DWT coefficients. These features are fed to sequential forward selection (SFS) technique and then ranked using ReliefF method. Our proposed methodology achieved maximum classification accuracy (acc) of 99.27%, sensitivity (sen) of 99.74%, and specificity (spec) of 98.08% with K-nearest neighbor (kNN) classifier using 15 features ranked by the ReliefF method. Our proposed methodology can be used by clinical staff to make faster and accurate diagnosis of CVDs. Thus, the chances of survival can be significantly increased by early detection and treatment of CVDs."
22327231,No,Yes,Yes,Yes,Primary prevention of sudden cardiac death of the young athlete: the controversy about the screening electrocardiogram and its innovative artificial intelligence solution.,"The preparticipation screening for athlete participation in sports typically entails a comprehensive medical and family history and a complete physical examination. A 12-lead electrocardiogram (ECG) can increase the likelihood of detecting cardiac diagnoses such as hypertrophic cardiomyopathy, but this diagnostic test as part of the screening process has engendered considerable controversy. The pro position is supported by argument that international screening protocols support its use, positive diagnosis has multiple benefits, history and physical examination are inadequate, primary prevention is essential, and the cost effectiveness is justified. Although the aforementioned myriad of justifications for routine ECG screening of young athletes can be persuasive, several valid contentions oppose supporting such a policy, namely, that the sudden death incidence is very (too) low, the ECG screening will be too costly, the false-positive rate is too high, resources will be allocated away from other diseases, and manpower is insufficient for its execution. Clinicians, including pediatric cardiologists, have an understandable proclivity for avoiding this prodigious national endeavor. The controversy, however, should not be focused on whether an inexpensive, noninvasive test such as an ECG should be mandated but should instead be directed at just how these tests for young athletes can be performed in the clinical imbroglio of these disease states (with variable genetic penetrance and phenotypic expression) with concomitant fiscal accountability and logistical expediency in this era of economic restraint. This monumental endeavor in any city or region requires two crucial elements well known to business scholars: implementation and execution. The eventual solution for the screening ECG dilemma requires a truly innovative and systematic approach that will liberate us from inadequate conventional solutions. Artificial intelligence, specifically the process termed ""machine learning"" and ""neural networking,"" involves complex algorithms that allow computers to improve the decision-making process based on repeated input of empirical data (e.g., databases and ECGs). These elements all can be improved with a national database, evidence-based medicine, and in the near future, innovation that entails a Kurzweilian artificial intelligence infrastructure with machine learning and neural networking that will construct the ultimate clinical decision-making algorithm."
39812845,No,No,No,No,Clinical and imaging spectrum of non-congenital dominant ACTN2 myopathy.,"BACKGROUND: Alpha-actinin-2, a protein with high expression in cardiac and skeletal muscle, is located in the Z-disc and plays a key role in sarcomere stability. Mutations in ACTN2 have been associated with both hypertrophic and dilated cardiomyopathy and, more recently, with skeletal myopathy. METHODS: Genetic, clinical, and muscle imaging data were collected from 37 patients with an autosomal dominant ACTN2 myopathy belonging to 11 families from Spain and Belgium. Haplotypes were studied to confirm a common ancestry for the two most common recurrent variants identified in this study. A trained machine learning model was used to compare muscle MRI scans in ACTN2 myopathy with other neuromuscular diseases to identify a specific pattern of muscle involvement. RESULTS: The clinical phenotype ranged from asymptomatic to limb-girdle weakness and facial involvement and was depending on genotype. Cardiac and respiratory involvement were not common. Belgian families carrying the p.Ile134Asn variant and Basque-Spanish families carrying the p.Cys487Arg variant each showed unique haplotypes supporting respective common ancestry. Available muscle biopsies showed non-specific changes. In muscle imaging, the most affected muscles were the glutei minor, glutei medius, hamstrings, tibialis anterior, and soleus. A machine learning model showed that the most differentiating features in dominant ACTN2 myopathy were the involvement of the tibialis anterior and gluteus medius muscles and preservation of the quadratus femoris, gastrocnemius lateralis, and tensor fasciae latae muscles. CONCLUSION: We provide new insights into genetic, clinical, and muscle imaging characteristics of non-congenital dominant ACTN2 myopathy, broadening the phenotypic spectrum of muscle disorders caused by ACTN2 variants."
39797879,No,No,No,No,"The Last Decade in Cardiac Amyloidosis: Advances in Understanding Pathophysiology, Diagnosis and Quantification, Prognosis, Treatment Strategies, and Monitoring Response.","Cardiac amyloidosis represents a unique disease process characterized by amyloid fibril deposition within the myocardial extracellular space. Advances in multimodality cardiac imaging enable accurate diagnosis and facilitate prompt initiation of disease-modifying therapies. Furthermore, rapid advances in multimodality imaging have enriched understanding of the underlying pathogenesis, enhanced prognostication, and resulted in the development of imaging-based markers that reflect the amyloid burden, which is of increasing importance when assessing the response to treatment. Whereas conventional therapies have focused on reducing amyloid formation and subsequent stabilization of the cardiac disease process, novel agents are being developed to accelerate the immune-mediated removal of amyloid fibrils from the heart. In this context, the ability to track changes in the amyloid burden over time is of paramount importance. Although advanced imaging techniques have shown efficacy in tracking the treatment response, future research focused on improved precision through use of artificial intelligence may augment the detection of changes earlier in the course of treatment."
39318696,No,No,No,No,Clinical and genetic associations of asymmetric apical and septal left ventricular hypertrophy.,"AIMS: Increased left ventricular mass has been associated with adverse cardiovascular outcomes including incident cardiomyopathy and atrial fibrillation. Such associations have been studied in relation to total left ventricular hypertrophy, while the regional distribution of myocardial hypertrophy is extremely variable. The clinically significant and genetic associations of such variability require further study. METHODS AND RESULTS: Here, we use deep learning-derived phenotypes of disproportionate patterns of hypertrophy, namely, apical and septal hypertrophy, to study genome-wide and clinical associations in addition to and independent from total left ventricular mass within 35 268 UK Biobank participants. Using polygenic risk score and Cox regression, we quantified the relationship between incident cardiovascular outcomes and genetically determined phenotypes in the UK Biobank. Adjusting for total left ventricular mass, apical hypertrophy is associated with elevated risk for cardiomyopathy and atrial fibrillation. Cardiomyopathy risk was increased for subjects with increased apical or septal mass, even in the absence of global hypertrophy. We identified 17 genome-wide associations for left ventricular mass, 3 unique associations with increased apical mass, and 3 additional unique associations with increased septal mass. An elevated polygenic risk score for apical mass corresponded with an increased risk of cardiomyopathy and implantable cardioverter-defibrillator implantation. CONCLUSION: Apical and septal mass may be driven by genes distinct from total left ventricular mass, suggesting unique genetic profiles for patterns of hypertrophy. Focal hypertrophy confers independent and additive risk to incident cardiovascular disease. Our findings emphasize the significance of characterizing distinct subtypes of left ventricular hypertrophy. Further studies are needed in multi-ethnic cohorts."
39051104,No,No,No,No,"Vigorous Exercise in Patients With Congenital Long QT Syndrome: Results of the Prospective, Observational, Multinational LIVE-LQTS Study.","BACKGROUND: Whether vigorous exercise increases risk of ventricular arrhythmias for individuals diagnosed and treated for congenital long QT syndrome (LQTS) remains unknown. METHODS: The National Institutes of Health-funded LIVE-LQTS study (Lifestyle and Exercise in the Long QT Syndrome) prospectively enrolled individuals 8 to 60 years of age with phenotypic and/or genotypic LQTS from 37 sites in 5 countries from May 2015 to February 2019. Participants (or parents) answered physical activity and clinical events surveys every 6 months for 3 years with follow-up completed in February 2022. Vigorous exercise was defined as >/=6 metabolic equivalents for >60 hours per year. A blinded Clinical Events Committee adjudicated the composite end point of sudden death, sudden cardiac arrest, ventricular arrhythmia treated by an implantable cardioverter defibrillator, and likely arrhythmic syncope. A National Death Index search ascertained vital status for those with incomplete follow-up. A noninferiority hypothesis (boundary of 1.5) between vigorous exercisers and others was tested with multivariable Cox regression analysis. RESULTS: Among the 1413 participants (13% <18 years of age, 35% 18-25 years of age, 67% female, 25% with implantable cardioverter defibrillators, 90% genotype positive, 49% with LQT1, 91% were treated with beta-blockers, left cardiac sympathetic denervation, and/or implantable cardioverter defibrillator), 52% participated in vigorous exercise (55% of these competitively). Thirty-seven individuals experienced the composite end point (including one sudden cardiac arrest and one sudden death in the nonvigorous group, one sudden cardiac arrest in the vigorous group) with overall event rates at 3 years of 2.6% in the vigorous and 2.7% in the nonvigorous exercise groups. The unadjusted hazard ratio for experience of events for the vigorous group compared with the nonvigorous group was 0.97 (90% CI, 0.57-1.67), with an adjusted hazard ratio of 1.17 (90% CI, 0.67-2.04). The upper 95% one-sided confidence level extended beyond the 1.5 boundary. Neither vigorous or nonvigorous exercise was found to be superior in any group or subgroup. CONCLUSIONS: Among individuals diagnosed with phenotypic and/or genotypic LQTS who were risk assessed and treated in experienced centers, LQTS-associated cardiac event rates were low and similar between those exercising vigorously and those not exercising vigorously. Consistent with the low event rate, CIs are wide, and noninferiority was not demonstrated. These data further inform shared decision-making discussions between patient and physician about exercise and competitive sports participation. REGISTRATION: URL: https://www.clinicaltrials.gov; Unique identifier: NCT02549664."
38961143,No,No,No,No,Identification of hub genes associated with diabetic cardiomyopathy using integrated bioinformatics analysis.,"Diabetic cardiomyopathy (DCM) is a common cardiovascular complication of diabetes, which may threaten the quality of life and shorten life expectancy in the diabetic population. However, the molecular mechanisms underlying the diabetes cardiomyopathy are not fully elucidated. We analyzed two datasets from Gene Expression Omnibus (GEO). Differentially expressed and weighted gene correlation network analysis (WGCNA) was used to screen key genes and molecules. Gene Ontology (GO), Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analysis, and protein-protein interaction (PPI) network analysis were constructed to identify hub genes. The diagnostic value of the hub gene was evaluated using the receiver operating characteristic (ROC). Quantitative real-time PCR (RT-qPCR) was used to validate the hub genes. A total of 13 differentially co-expressed modules were selected by WGCNA and differential expression analysis. KEGG and GO analysis showed these DEGs were mainly enriched in lipid metabolism and myocardial hypertrophy pathway, cytomembrane, and mitochondrion. As a result, six genes were identified as hub genes. Finally, five genes (Pdk4, Lipe, Serpine1, Igf1r, and Bcl2l1) were found significantly changed in both the validation dataset and experimental mice with DCM. In conclusion, the present study identified five genes that may help provide novel targets for diagnosing and treating DCM."
38867869,No,No,No,No,The new 2023 ESC guidelines for the management of cardiomyopathies: a guiding path for cardiologist decisions.,"In the ESC 2023 guidelines, cardiomyopathies are conservatively defined as 'myocardial disorders in which the heart muscle is structurally and functionally abnormal, in the absence of coronary artery disease, hypertension, valvular disease, and congenital heart disease sufficient to cause the observed myocardial abnormality'. They are morpho-functionally classified as hypertrophic, dilated, restrictive, and arrhythmogenic right ventricular cardiomyopathy with the addition of the left ventricular non-dilated cardiomyopathy that describes intermediate phenotypes not fulfilling standard disease definitions despite the presence of myocardial disease on cardiac imaging or tissue analysis. The new ESC guidelines provide 'a guide to the diagnostic approach to cardiomyopathies, highlight general evaluation and management issues, and signpost the reader to the relevant evidence base for the recommendations'. The recommendations and suggestions included in the document provide the tools to build up pathways tailored to specific cardiomyopathy (phenotype and cause) and define therapeutic indications, including target therapies where possible. The impact is on clinical cardiology, where disease-specific care paths can be assisted by the guidelines, and on genetics, both clinics and testing, where deep phenotyping and participated multi-disciplinary evaluation provide a unique tool for validating the pathogenicity of variants. The role of endomyocardial biopsy remains underexploited and confined to particular forms of restrictive cardiomyopathy, myocarditis, and amyloidosis. New research and development will be needed to cover the gaps between science and clinics. Finally, the opening up to disciplines such as bioinformatics, bioengineering, mathematics, and physics will support clinical cardiologists in the best governance of the novel artificial intelligence-assisted resources."
38796320,No,No,No,No,Review of late-breaking clinical trials from Cardiovascular Research Technologies (CRT) 2024.,
38765664,No,No,No,No,Machine Learning to Predict Future Disease-Specific Outcomes: The Brave New Frontier.,
38728995,No,No,No,No,Recent advancements and applications of deep learning in heart failure: Alpha systematic review.,"BACKGROUND: Heart failure (HF), a global health challenge, requires innovative diagnostic and management approaches. The rapid evolution of deep learning (DL) in healthcare necessitates a comprehensive review to evaluate these developments and their potential to enhance HF evaluation, aligning clinical practices with technological advancements. OBJECTIVE: This review aims to systematically explore the contributions of DL technologies in the assessment of HF, focusing on their potential to improve diagnostic accuracy, personalize treatment strategies, and address the impact of comorbidities. METHODS: A thorough literature search was conducted across four major electronic databases: PubMed, Scopus, Web of Science and IEEE Xplore, yielding 137 articles that were subsequently categorized into five primary application areas: cardiovascular disease (CVD) classification, HF detection, image analysis, risk assessment, and other clinical analyses. The selection criteria focused on studies utilizing DL algorithms for HF assessment, not limited to HF detection but extending to any attempt in analyzing and interpreting HF-related data. RESULTS: The analysis revealed a notable emphasis on CVD classification and HF detection, with DL algorithms showing significant promise in distinguishing between affected individuals and healthy subjects. Furthermore, the review highlights DL's capacity to identify underlying cardiomyopathies and other comorbidities, underscoring its utility in refining diagnostic processes and tailoring treatment plans to individual patient needs. CONCLUSIONS: This review establishes DL as a key innovation in HF management, highlighting its role in advancing diagnostic accuracy and personalized care. The insights provided advocate for the integration of DL in clinical settings and suggest directions for future research to enhance patient outcomes in HF care."
38402924,No,No,No,No,Comparative Evaluation of Alcohol Septal Ablation: Left Anterior Descending Versus Non-left Anterior Descending Artery Approaches.,"Alcohol septal ablation (ASA) is performed for symptomatic drug-refractory hypertrophic obstructive cardiomyopathy to reduce the left ventricular outflow tract pressure gradient (LVOTPG) by injecting ethanol into a septal branch that perforates the septal bulge. The target septal branches usually arise directly from the left anterior descending (LAD) artery; however, vessels from a non-LAD artery can be selected in some cases. This study aimed to compare the effectiveness and safety between ASA performed using a septal branch arising from a non-LAD artery and a branch arising from the LAD artery. This single-center, retrospective, observational cohort study comprised patients with hypertrophic obstructive cardiomyopathy who underwent ASA at the Gifu Heart Centre between 2011 and 2022. The effectiveness and safety of ASA using the 2 artery types were compared. The primary end points were LVOTPG and procedure success, determined as LVOTPG <30 mm Hg after 1 year. Of 33 patients (mean age 66.4 +/- 13.0 years, 13 men), 18 patients who underwent ASA using only LAD branches and 15 patients who underwent ASA using only non-LAD branches demonstrated no significant difference in the decrease in LVOTPG during the follow-up period (-99.1 +/- 47.4 mm Hg/year vs -75.7 +/- 39.2 mm Hg/year, respectively, p = 0.19). The procedure success at 1 year was not significantly different between the 2 groups (93.3% and 84.6%, respectively, p = 0.58). ASA performed using septal branches from non-LAD arteries could be an alternative treatment approach when appropriate septal branches are missing or desirable effects cannot be obtained from ASA using LAD branches."
37623681,No,No,No,No,Prospective of Pancreatic Cancer Diagnosis Using Cardiac Sensing.,"Pancreatic carcinoma (Ca Pancreas) is the third leading cause of cancer-related deaths in the world. The malignancies of the pancreas can be diagnosed with the help of various imaging modalities. An endoscopic ultrasound with a tissue biopsy is so far considered to be the gold standard in terms of the detection of Ca Pancreas, especially for lesions <2 mm. However, other methods, like computed tomography (CT), ultrasound, and magnetic resonance imaging (MRI), are also conventionally used. Moreover, newer techniques, like proteomics, radiomics, metabolomics, and artificial intelligence (AI), are slowly being introduced for diagnosing pancreatic cancer. Regardless, it is still a challenge to diagnose pancreatic carcinoma non-invasively at an early stage due to its delayed presentation. Similarly, this also makes it difficult to demonstrate an association between Ca Pancreas and other vital organs of the body, such as the heart. A number of studies have proven a correlation between the heart and pancreatic cancer. The tumor of the pancreas affects the heart at the physiological, as well as the molecular, level. An overexpression of the SMAD4 gene; a disruption in biomolecules, such as IGF, MAPK, and ApoE; and increased CA19-9 markers are a few of the many factors that are noted to affect cardiovascular systems with pancreatic malignancies. A comprehensive review of this correlation will aid researchers in conducting studies to help establish a definite relation between the two organs and discover ways to use it for the early detection of Ca Pancreas."
